AE,Spruce,C,14.50,M,S_W,Y
AE,Spruce,C,13.60,M,S_W,Y
BE,Spruce,D,17.20,M,S_W,Y
BE,Spruce,D,13.70,M,S_W,Y
BE,Spruce,D,18.60,M,S_W,Y
BE,Spruce,D,34.40,M,S_W,Y
BE,Spruce,D,36.00,M,S_W,Y
BE,Spruce,D,22.60,M,S_W,Y
BE,Spruce,D,17.50,M,S_W,Y
BE,Spruce,D,28.00,M,S_W,Y
BE,Spruce,D,28.80,M,S_W,Y
BE,Spruce,D,29.20,M,S_W,Y
BE,Spruce,D,41.20,M,S_W,Y
BE,Spruce,D,14.00,M,S_W,Y
BE,Spruce,D,40.30,M,S_W,Y
BE,Spruce,D,23.20,M,S_W,Y
BE,Spruce,D,21.40,M,S_W,Y
BE,Spruce,D,27.30,M,S_W,Y
BE,Spruce,D,17.80,M,S_W,Y
BE,Spruce,D,23.60,M,S_W,Y
BDP,Pine,A,26.70,H,S,N
BDP,Pine,A,25.70,H,S,N
BDP,Pine,A,17.00,H,S,N
BDP,Pine,A,26.60,H,S,N
BDP,Pine,A,30.20,H,S,N
BDP,Pine,A,15.00,H,S,N
BDP,Pine,A,16.40,H,S,N
BDP,Pine,A,20.50,H,S,N
BDP,Pine,A,15.40,H,S,N
BDP,Pine,A,20.50,H,S,N
BDP,Pine,A,20.50,H,S,N
BDP,Pine,A,18.00,H,S,N
BDP,Pine,A,23.20,H,S,N
BDP,Pine,A,27.80,H,S,N
BDP,Pine,A,16.60,H,S,N
BDP,Pine,A,26.60,H,S,N
BDP,Pine,A,26.20,H,S,N
BDP,Pine,A,15.90,H,S,N
BDP,Pine,A,16.00,H,S,N
BDP,Pine,A,26.50,H,S,N
BDP,Pine,A,24.80,H,S,N
BDP,Pine,A,32.50,H,S,N
BDP,Pine,A,19.70,H,S,N
BDP,Pine,A,26.20,H,S,N
BDP,Pine,A,19.50,H,S,N
BDP,Pine,A,22.40,H,S,N
BDP,Pine,A,23.70,H,S,N
BDP,Pine,A,23.50,H,S,N
BDP,Pine,A,26.40,H,S,N
BDP,Pine,A,31.60,H,S,N
BDP,Pine,A,23.20,H,S,N
BDP,Pine,A,26.30,H,S,N
BDP,Pine,A,18.20,H,S,N
BDP,Pine,A,19.50,H,S,N
BDP,Pine,A,14.40,H,S,N
BDP,Pine,A,12.30,H,S,N
BDP,Pine,A,10.50,H,S,N
BDP,Pine,A,23.30,H,S,N
BDP,Pine,A,18.20,H,S,N
BDP,Pine,A,17.80,H,S,N
BDP,Pine,A,18.40,H,S,N
BDP,Pine,A,22.50,H,S,N
BDP,Pine,A,11.80,H,S,N
BDP,Pine,A,19.00,H,S,N
BDP,Pine,A,18.00,H,S,N
BDP,Pine,A,21.40,H,S,N
BDP,Pine,A,27.10,H,S,N
BDP,Pine,A,17.40,H,S,N
BDP,Pine,A,13.00,H,S,N
BDP,Pine,A,20.00,H,S,N
BDP,Pine,A,17.40,H,S,N
BDP,Pine,A,25.60,H,S,N
BDP,Pine,A,23.10,H,S,N
BDP,Pine,A,28.10,H,S,N
BDP,Pine,A,22.90,H,S,N
BDP,Pine,A,20.20,H,S,N
BDP,Pine,A,24.10,H,S,N
BDP,Pine,A,16.80,H,S,N
BDP,Pine,A,19.30,H,S,N
BDP,Pine,A,18.80,H,S,N
BDP,Pine,A,23.40,H,S,N
BDP,Pine,A,21.20,H,S,N
BDP,Pine,A,24.00,H,S,N
BDP,Pine,A,26.10,H,S,N
BDP,Pine,A,20.90,H,S,N
BDP,Pine,A,20.30,H,S,N
BDP,Pine,A,16.70,H,S,N
BDP,Pine,A,19.50,H,S,N
BDP,Pine,A,21.30,H,S,N
BDP,Pine,A,17.50,H,S,N
BDP,Pine,A,21.70,H,S,N
BDP,Pine,A,19.30,H,S,N
BDP,Pine,A,20.20,H,S,N
BDP,Pine,A,23.80,H,S,N
BDP,Pine,A,20.00,H,S,N
BDP,Pine,A,24.30,H,S,N
BDP,Pine,A,21.70,H,S,N
BDP,Pine,A,18.20,H,S,N
BDP,Pine,A,19.00,H,S,N
BDP,Pine,A,21.30,H,S,N
BDP,Pine,A,21.40,H,S,N
BDP,Pine,A,24.60,H,S,N
BDP,Pine,A,21.00,H,S,N
BDP,Pine,A,22.60,H,S,N
BDP,Pine,A,26.20,H,S,N
BDP,Pine,A,27.10,H,S,N
BDP,Pine,A,21.00,H,S,N
BDP,Pine,A,16.80,H,S,N
BDP,Pine,A,21.40,H,S,N
BDP,Pine,A,27.10,H,S,N
BDP,Pine,A,20.70,H,S,N
BDP,Pine,A,18.60,H,S,N
BDP,Pine,A,14.50,H,S,N
BDP,Pine,A,23.60,H,S,N
BDP,Pine,A,17.90,H,S,N
BDP,Pine,A,24.70,H,S,N
BDP,Pine,A,19.60,H,S,N
BDP,Pine,A,25.50,H,S,N
BDP,Pine,A,23.30,H,S,N
BDP,Pine,A,24.10,H,S,N
BDP,Pine,A,14.50,H,S,N
BDP,Pine,A,17.40,H,S,N
BDP,Pine,A,24.60,H,S,N
BDP,Pine,A,21.00,H,S,N
BDP,Pine,A,25.80,H,S,N
BDP,Pine,A,23.60,H,S,N
BDP,Pine,A,26.10,H,S,N
BDP,Pine,A,22.80,H,S,N
BDP,Pine,A,20.60,H,S,N
BDP,Pine,A,18.60,H,S,N
BDP,Pine,A,27.30,H,S,N
BDP,Pine,A,17.40,H,S,N
BDP,Pine,A,20.50,H,S,N
BDP,Pine,A,19.40,H,S,N
BDP,Pine,A,19.80,H,S,N
BDP,Pine,A,21.70,H,S,N
BDP,Pine,A,23.60,H,S,N
BDP,Pine,A,26.20,H,S,N
BDP,Pine,A,24.60,H,S,N
BDP,Pine,A,23.00,H,S,N
BDP,Pine,A,26.30,H,S,N
BDP,Pine,A,19.80,H,S,N
BDP,Pine,A,23.10,H,S,N
BDP,Pine,A,16.80,H,S,N
BDP,Pine,A,17.50,H,S,N
BDP,Pine,A,18.70,H,S,N
BDP,Pine,A,26.70,H,S,N
BDP,Pine,A,23.20,H,S,N
BDP,Pine,A,14.70,H,S,N
BDP,Pine,A,15.90,H,S,N
BDP,Pine,A,23.70,H,S,N
BDP,Pine,A,22.00,H,S,N
BDP,Pine,A,19.40,H,S,N
BDP,Pine,A,24.10,H,S,N
BDP,Pine,A,18.30,H,S,N
BDP,Pine,A,26.80,H,S,N
BDP,Pine,A,23.40,H,S,N
BDP,Pine,A,19.50,H,S,N
BDP,Pine,A,20.30,H,S,N
BDP,Pine,A,17.50,H,S,N
BDP,Pine,A,27.10,H,S,N
BDP,Pine,A,18.70,H,S,N
BDP,Pine,A,23.90,H,S,N
ADP,Pine,B,19.60,L,N_W,N
ADP,Pine,B,24.60,L,N_W,N
ADP,Pine,B,22.30,L,N_W,N
ADP,Pine,B,19.80,L,N_W,N
ADP,Pine,B,20.30,L,N_W,N
ADP,Pine,B,19.20,L,N_W,N
ADP,Pine,B,21.30,L,N_W,N
ADP,Pine,B,24.60,L,N_W,N
ADP,Pine,B,18.30,L,N_W,N
AE,Spruce,C,22.70,M,S_W,N
AE,Spruce,C,25.00,M,S_W,N
AE,Spruce,C,20.30,M,S_W,N
AE,Spruce,C,28.50,M,S_W,N
AE,Spruce,C,28.60,M,S_W,N
AE,Spruce,C,11.80,M,S_W,N
AE,Spruce,C,22.00,M,S_W,N
AE,Spruce,C,23.50,M,S_W,N
AE,Spruce,C,36.60,M,S_W,N
AE,Spruce,C,28.00,M,S_W,N
AE,Spruce,C,13.20,M,S_W,N
AE,Spruce,C,29.40,M,S_W,N
AE,Spruce,C,32.00,M,S_W,N
AE,Spruce,C,19.40,M,S_W,N
AE,Spruce,C,32.00,M,S_W,N
AE,Spruce,C,28.30,M,S_W,N
AE,Spruce,C,31.00,M,S_W,N
AE,Spruce,C,32.80,M,S_W,N
BE,Spruce,D,34.20,M,S_W,N
BE,Spruce,D,21.00,M,S_W,N
BE,Spruce,D,20.50,M,S_W,N
BE,Spruce,D,16.00,M,S_W,N
BE,Spruce,D,28.60,M,S_W,N
BE,Spruce,D,14.70,M,S_W,N
BE,Spruce,D,14.00,M,S_W,N
BE,Spruce,D,9.80,M,S_W,N
BE,Spruce,D,31.00,M,S_W,N
BE,Spruce,D,52.70,M,S_W,N
BE,Spruce,D,38.90,M,S_W,N
BE,Spruce,D,12.50,M,S_W,N
BE,Spruce,D,15.50,M,S_W,N
BE,Spruce,D,23.50,M,S_W,N
BE,Spruce,D,41.60,M,S_W,N
BE,Spruce,D,42.30,M,S_W,N
